park_name,park_unit,state,year,month,month_name,date,visitor_count,average_temperature_f,precipitation_in,latitude,climate_zone
Crater Lake,CRLA,OR,2011,5,May,2011-05-01,38120,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2011,6,June,2011-06-01,48708,NA,3,NA,NA
Crater Lake,CRLA,OR,2011,7,July,2011-07-01,59297,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2011,8,August,2011-08-01,55062,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2011,9,September,2011-09-01,44473,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2011,10,October,2011-10-01,36002,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2011,11,November,2011-11-01,29649,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2011,12,December,2011-12-01,27531,NA,2.3,NA,NA
Crater Lake,CRLA,OR,2012,1,January,2012-01-01,15654,NA,2.1,NA,NA
Crater Lake,CRLA,OR,2012,2,February,2012-02-01,17890,NA,1.9,NA,NA
Crater Lake,CRLA,OR,2012,3,March,2012-03-01,24599,NA,2.4,NA,NA
Crater Lake,CRLA,OR,2012,4,April,2012-04-01,31308,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2012,5,May,2012-05-01,40253,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2012,6,June,2012-06-01,51434,NA,3,NA,NA
Crater Lake,CRLA,OR,2012,7,July,2012-07-01,62615,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2012,8,August,2012-08-01,58143,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2012,9,September,2012-09-01,46961,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2012,10,October,2012-10-01,38016,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2012,11,November,2012-11-01,31308,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2012,12,December,2012-12-01,29071,NA,2.3,NA,NA
Crater Lake,CRLA,OR,2013,1,January,2013-01-01,18306,NA,2.1,NA,NA
Crater Lake,CRLA,OR,2013,2,February,2013-02-01,20921,NA,1.9,NA,NA
Crater Lake,CRLA,OR,2013,3,March,2013-03-01,28766,NA,2.4,NA,NA
Crater Lake,CRLA,OR,2013,4,April,2013-04-01,36612,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2013,5,May,2013-05-01,47072,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2013,6,June,2013-06-01,60148,NA,3,NA,NA
Crater Lake,CRLA,OR,2013,7,July,2013-07-01,73224,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2013,8,August,2013-08-01,67994,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2013,9,September,2013-09-01,54918,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2013,10,October,2013-10-01,44457,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2013,11,November,2013-11-01,36612,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2013,12,December,2013-12-01,33997,NA,2.3,NA,NA
Crater Lake,CRLA,OR,2014,1,January,2014-01-01,18743,NA,2.1,NA,NA
Crater Lake,CRLA,OR,2014,2,February,2014-02-01,21420,NA,1.9,NA,NA
Crater Lake,CRLA,OR,2014,3,March,2014-03-01,29453,NA,2.4,NA,NA
Crater Lake,CRLA,OR,2014,4,April,2014-04-01,37486,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2014,5,May,2014-05-01,48196,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2014,6,June,2014-06-01,61583,NA,3,NA,NA
Crater Lake,CRLA,OR,2014,7,July,2014-07-01,74971,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2014,8,August,2014-08-01,69616,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2014,9,September,2014-09-01,56228,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2014,10,October,2014-10-01,45518,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2014,11,November,2014-11-01,37486,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2014,12,December,2014-12-01,34808,NA,2.3,NA,NA
Crater Lake,CRLA,OR,2015,1,January,2015-01-01,21515,NA,2.1,NA,NA
Crater Lake,CRLA,OR,2015,2,February,2015-02-01,24588,NA,1.9,NA,NA
Crater Lake,CRLA,OR,2015,3,March,2015-03-01,33809,NA,2.4,NA,NA
Crater Lake,CRLA,OR,2015,4,April,2015-04-01,43030,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2015,5,May,2015-05-01,55324,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2015,6,June,2015-06-01,70692,NA,3,NA,NA
Crater Lake,CRLA,OR,2015,7,July,2015-07-01,86060,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2015,8,August,2015-08-01,79913,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2015,9,September,2015-09-01,64545,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2015,10,October,2015-10-01,52251,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2015,11,November,2015-11-01,43030,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2015,12,December,2015-12-01,39956,NA,2.3,NA,NA
Crater Lake,CRLA,OR,2016,1,January,2016-01-01,26472,NA,2.1,NA,NA
Crater Lake,CRLA,OR,2016,2,February,2016-02-01,30254,NA,1.9,NA,NA
Crater Lake,CRLA,OR,2016,3,March,2016-03-01,41599,NA,2.4,NA,NA
Crater Lake,CRLA,OR,2016,4,April,2016-04-01,52944,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2016,5,May,2016-05-01,68071,NA,3.1,NA,NA
Crater Lake,CRLA,OR,2016,6,June,2016-06-01,86980,NA,3,NA,NA
Crater Lake,CRLA,OR,2016,7,July,2016-07-01,105888,NA,2.7,NA,NA
Crater Lake,CRLA,OR,2016,8,August,2016-08-01,98325,NA,2.6,NA,NA
Crater Lake,CRLA,OR,2016,9,September,2016-09-01,79416,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2016,10,October,2016-10-01,64289,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2016,11,November,2016-11-01,52944,NA,2.5,NA,NA
Crater Lake,CRLA,OR,2016,12,December,2016-12-01,49162,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2007,1,January,2007-01-01,87033,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2007,2,February,2007-02-01,99466,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2007,3,March,2007-03-01,136766,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2007,4,April,2007-04-01,174066,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2007,5,May,2007-05-01,223799,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2007,6,June,2007-06-01,285965,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2007,7,July,2007-07-01,348132,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2007,8,August,2007-08-01,323265,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2007,9,September,2007-09-01,261099,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2007,10,October,2007-10-01,211366,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2007,11,November,2007-11-01,174066,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2007,12,December,2007-12-01,161633,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2008,1,January,2008-01-01,98988,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2008,2,February,2008-02-01,113129,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2008,3,March,2008-03-01,155553,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2008,4,April,2008-04-01,197976,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2008,5,May,2008-05-01,254541,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2008,6,June,2008-06-01,325247,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2008,7,July,2008-07-01,395953,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2008,8,August,2008-08-01,367670,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2008,9,September,2008-09-01,296964,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2008,10,October,2008-10-01,240400,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2008,11,November,2008-11-01,197976,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2008,12,December,2008-12-01,183835,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2009,1,January,2009-01-01,90625,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2009,2,February,2009-02-01,103572,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2009,3,March,2009-03-01,142411,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2009,4,April,2009-04-01,181250,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2009,5,May,2009-05-01,233036,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2009,6,June,2009-06-01,297768,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2009,7,July,2009-07-01,362500,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2009,8,August,2009-08-01,336607,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2009,9,September,2009-09-01,271875,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2009,10,October,2009-10-01,220089,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2009,11,November,2009-11-01,181250,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2009,12,December,2009-12-01,168304,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2010,1,January,2010-01-01,87243,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2010,2,February,2010-02-01,99707,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2010,3,March,2010-03-01,137097,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2010,4,April,2010-04-01,174487,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2010,5,May,2010-05-01,224340,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2010,6,June,2010-06-01,286657,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2010,7,July,2010-07-01,348974,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2010,8,August,2010-08-01,324047,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2010,9,September,2010-09-01,261730,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2010,10,October,2010-10-01,211877,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2010,11,November,2010-11-01,174487,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2010,12,December,2010-12-01,162024,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2011,1,January,2011-01-01,75641,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2011,2,February,2011-02-01,86447,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2011,3,March,2011-03-01,118865,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2011,4,April,2011-04-01,151283,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2011,5,May,2011-05-01,194507,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2011,6,June,2011-06-01,248536,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2011,7,July,2011-07-01,302566,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2011,8,August,2011-08-01,280954,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2011,9,September,2011-09-01,226924,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2011,10,October,2011-10-01,183701,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2011,11,November,2011-11-01,151283,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2011,12,December,2011-12-01,140477,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2012,1,January,2012-01-01,80490,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2012,2,February,2012-02-01,91989,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2012,3,March,2012-03-01,126485,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2012,4,April,2012-04-01,160981,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2012,5,May,2012-05-01,206975,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2012,6,June,2012-06-01,264468,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2012,7,July,2012-07-01,321961,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2012,8,August,2012-08-01,298964,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2012,9,September,2012-09-01,241471,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2012,10,October,2012-10-01,195476,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2012,11,November,2012-11-01,160981,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2012,12,December,2012-12-01,149482,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2013,1,January,2013-01-01,73605,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2013,2,February,2013-02-01,84120,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2013,3,March,2013-03-01,115666,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2013,4,April,2013-04-01,147211,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2013,5,May,2013-05-01,189271,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2013,6,June,2013-06-01,241846,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2013,7,July,2013-07-01,294421,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2013,8,August,2013-08-01,273391,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2013,9,September,2013-09-01,220816,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2013,10,October,2013-10-01,178756,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2013,11,November,2013-11-01,147211,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2013,12,December,2013-12-01,136696,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2014,1,January,2014-01-01,76645,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2014,2,February,2014-02-01,87594,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2014,3,March,2014-03-01,120442,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2014,4,April,2014-04-01,153289,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2014,5,May,2014-05-01,197086,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2014,6,June,2014-06-01,251833,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2014,7,July,2014-07-01,306579,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2014,8,August,2014-08-01,284680,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2014,9,September,2014-09-01,229934,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2014,10,October,2014-10-01,186137,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2014,11,November,2014-11-01,153289,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2014,12,December,2014-12-01,142340,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2015,1,January,2015-01-01,79961,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2015,2,February,2015-02-01,91384,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2015,3,March,2015-03-01,125654,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2015,4,April,2015-04-01,159923,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2015,5,May,2015-05-01,205615,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2015,6,June,2015-06-01,262730,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2015,7,July,2015-07-01,319846,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2015,8,August,2015-08-01,297000,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2015,9,September,2015-09-01,239884,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2015,10,October,2015-10-01,194192,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2015,11,November,2015-11-01,159923,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2015,12,December,2015-12-01,148500,NA,2.3,NA,NA
Cuyahoga Valley,CUVA,OH,2016,1,January,2016-01-01,84819,NA,2.1,NA,NA
Cuyahoga Valley,CUVA,OH,2016,2,February,2016-02-01,96936,NA,1.9,NA,NA
Cuyahoga Valley,CUVA,OH,2016,3,March,2016-03-01,133286,NA,2.4,NA,NA
Cuyahoga Valley,CUVA,OH,2016,4,April,2016-04-01,169637,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2016,5,May,2016-05-01,218105,NA,3.1,NA,NA
Cuyahoga Valley,CUVA,OH,2016,6,June,2016-06-01,278690,NA,3,NA,NA
Cuyahoga Valley,CUVA,OH,2016,7,July,2016-07-01,339275,NA,2.7,NA,NA
Cuyahoga Valley,CUVA,OH,2016,8,August,2016-08-01,315041,NA,2.6,NA,NA
Cuyahoga Valley,CUVA,OH,2016,9,September,2016-09-01,254456,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2016,10,October,2016-10-01,205988,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2016,11,November,2016-11-01,169637,NA,2.5,NA,NA
Cuyahoga Valley,CUVA,OH,2016,12,December,2016-12-01,157520,NA,2.3,NA,NA
Death Valley,DEVA,CA,2007,1,January,2007-01-01,54213,65,0.7,36.46,desert
Death Valley,DEVA,CA,2007,2,February,2007-02-01,58515,68,0.7,36.46,desert
Death Valley,DEVA,CA,2007,3,March,2007-03-01,66260,75,0.8,36.46,desert
Death Valley,DEVA,CA,2007,4,April,2007-04-01,60237,83,0.9,36.46,desert
Death Valley,DEVA,CA,2007,5,May,2007-05-01,58085,88,1.1,36.46,desert
Death Valley,DEVA,CA,2007,6,June,2007-06-01,34636,92,1,36.46,desert
Death Valley,DEVA,CA,2007,7,July,2007-07-01,24095,94,0.9,36.46,desert
Death Valley,DEVA,CA,2007,8,August,2007-08-01,27967,94,0.9,36.46,desert
Death Valley,DEVA,CA,2007,9,September,2007-09-01,54213,92,0.9,36.46,desert
Death Valley,DEVA,CA,2007,10,October,2007-10-01,80459,85,0.9,36.46,desert
Death Valley,DEVA,CA,2007,11,November,2007-11-01,90355,76,0.9,36.46,desert
Death Valley,DEVA,CA,2007,12,December,2007-12-01,95088,69,0.8,36.46,desert
Death Valley,DEVA,CA,2008,1,January,2008-01-01,67134,65,0.7,36.46,desert
Death Valley,DEVA,CA,2008,2,February,2008-02-01,72462,68,0.7,36.46,desert
Death Valley,DEVA,CA,2008,3,March,2008-03-01,82052,75,0.8,36.46,desert
Death Valley,DEVA,CA,2008,4,April,2008-04-01,74593,83,0.9,36.46,desert
Death Valley,DEVA,CA,2008,5,May,2008-05-01,71929,88,1.1,36.46,desert
Death Valley,DEVA,CA,2008,6,June,2008-06-01,42891,92,1,36.46,desert
Death Valley,DEVA,CA,2008,7,July,2008-07-01,29837,94,0.9,36.46,desert
Death Valley,DEVA,CA,2008,8,August,2008-08-01,34632,94,0.9,36.46,desert
Death Valley,DEVA,CA,2008,9,September,2008-09-01,67134,92,0.9,36.46,desert
Death Valley,DEVA,CA,2008,10,October,2008-10-01,99635,85,0.9,36.46,desert
Death Valley,DEVA,CA,2008,11,November,2008-11-01,111889,76,0.9,36.46,desert
Death Valley,DEVA,CA,2008,12,December,2008-12-01,117750,69,0.8,36.46,desert
Death Valley,DEVA,CA,2009,1,January,2009-01-01,63795,65,0.7,36.46,desert
Death Valley,DEVA,CA,2009,2,February,2009-02-01,68858,68,0.7,36.46,desert
Death Valley,DEVA,CA,2009,3,March,2009-03-01,77972,75,0.8,36.46,desert
Death Valley,DEVA,CA,2009,4,April,2009-04-01,70883,83,0.9,36.46,desert
Death Valley,DEVA,CA,2009,5,May,2009-05-01,68352,88,1.1,36.46,desert
Death Valley,DEVA,CA,2009,6,June,2009-06-01,40758,92,1,36.46,desert
Death Valley,DEVA,CA,2009,7,July,2009-07-01,28353,94,0.9,36.46,desert
Death Valley,DEVA,CA,2009,8,August,2009-08-01,32910,94,0.9,36.46,desert
Death Valley,DEVA,CA,2009,9,September,2009-09-01,63795,92,0.9,36.46,desert
Death Valley,DEVA,CA,2009,10,October,2009-10-01,94680,85,0.9,36.46,desert
Death Valley,DEVA,CA,2009,11,November,2009-11-01,106325,76,0.9,36.46,desert
Death Valley,DEVA,CA,2009,12,December,2009-12-01,111894,69,0.8,36.46,desert
Death Valley,DEVA,CA,2010,1,January,2010-01-01,75821,65,0.7,36.46,desert
Death Valley,DEVA,CA,2010,2,February,2010-02-01,81839,68,0.7,36.46,desert
Death Valley,DEVA,CA,2010,3,March,2010-03-01,92671,75,0.8,36.46,desert
Death Valley,DEVA,CA,2010,4,April,2010-04-01,84246,83,0.9,36.46,desert
Death Valley,DEVA,CA,2010,5,May,2010-05-01,81237,88,1.1,36.46,desert
Death Valley,DEVA,CA,2010,6,June,2010-06-01,48441,92,1,36.46,desert
Death Valley,DEVA,CA,2010,7,July,2010-07-01,33698,94,0.9,36.46,desert
Death Valley,DEVA,CA,2010,8,August,2010-08-01,39114,94,0.9,36.46,desert
Death Valley,DEVA,CA,2010,9,September,2010-09-01,75821,92,0.9,36.46,desert
Death Valley,DEVA,CA,2010,10,October,2010-10-01,112529,85,0.9,36.46,desert
Death Valley,DEVA,CA,2010,11,November,2010-11-01,126369,76,0.9,36.46,desert
Death Valley,DEVA,CA,2010,12,December,2010-12-01,132988,69,0.8,36.46,desert
Death Valley,DEVA,CA,2011,1,January,2011-01-01,72903,65,0.7,36.46,desert
Death Valley,DEVA,CA,2011,2,February,2011-02-01,78689,68,0.7,36.46,desert
Death Valley,DEVA,CA,2011,3,March,2011-03-01,89103,75,0.8,36.46,desert
Death Valley,DEVA,CA,2011,4,April,2011-04-01,81003,83,0.9,36.46,desert
Death Valley,DEVA,CA,2011,5,May,2011-05-01,78110,88,1.1,36.46,desert
Death Valley,DEVA,CA,2011,6,June,2011-06-01,46577,92,1,36.46,desert
Death Valley,DEVA,CA,2011,7,July,2011-07-01,32401,94,0.9,36.46,desert
Death Valley,DEVA,CA,2011,8,August,2011-08-01,37609,94,0.9,36.46,desert
Death Valley,DEVA,CA,2011,9,September,2011-09-01,72903,92,0.9,36.46,desert
Death Valley,DEVA,CA,2011,10,October,2011-10-01,108197,85,0.9,36.46,desert
Death Valley,DEVA,CA,2011,11,November,2011-11-01,121504,76,0.9,36.46,desert
Death Valley,DEVA,CA,2011,12,December,2011-12-01,127869,69,0.8,36.46,desert
Death Valley,DEVA,CA,2012,1,January,2012-01-01,75805,65,0.7,36.46,desert
Death Valley,DEVA,CA,2012,2,February,2012-02-01,81822,68,0.7,36.46,desert
Death Valley,DEVA,CA,2012,3,March,2012-03-01,92651,75,0.8,36.46,desert
Death Valley,DEVA,CA,2012,4,April,2012-04-01,84228,83,0.9,36.46,desert
Death Valley,DEVA,CA,2012,5,May,2012-05-01,81220,88,1.1,36.46,desert
Death Valley,DEVA,CA,2012,6,June,2012-06-01,48431,92,1,36.46,desert
Death Valley,DEVA,CA,2012,7,July,2012-07-01,33691,94,0.9,36.46,desert
Death Valley,DEVA,CA,2012,8,August,2012-08-01,39106,94,0.9,36.46,desert
Death Valley,DEVA,CA,2012,9,September,2012-09-01,75805,92,0.9,36.46,desert
Death Valley,DEVA,CA,2012,10,October,2012-10-01,112505,85,0.9,36.46,desert
Death Valley,DEVA,CA,2012,11,November,2012-11-01,126342,76,0.9,36.46,desert
Death Valley,DEVA,CA,2012,12,December,2012-12-01,132960,69,0.8,36.46,desert
Death Valley,DEVA,CA,2013,1,January,2013-01-01,73296,65,0.7,36.46,desert
Death Valley,DEVA,CA,2013,2,February,2013-02-01,79113,68,0.7,36.46,desert
Death Valley,DEVA,CA,2013,3,March,2013-03-01,89584,75,0.8,36.46,desert
Death Valley,DEVA,CA,2013,4,April,2013-04-01,81440,83,0.9,36.46,desert
Death Valley,DEVA,CA,2013,5,May,2013-05-01,78531,88,1.1,36.46,desert
Death Valley,DEVA,CA,2013,6,June,2013-06-01,46828,92,1,36.46,desert
Death Valley,DEVA,CA,2013,7,July,2013-07-01,32576,94,0.9,36.46,desert
Death Valley,DEVA,CA,2013,8,August,2013-08-01,37811,94,0.9,36.46,desert
Death Valley,DEVA,CA,2013,9,September,2013-09-01,73296,92,0.9,36.46,desert
Death Valley,DEVA,CA,2013,10,October,2013-10-01,108780,85,0.9,36.46,desert
Death Valley,DEVA,CA,2013,11,November,2013-11-01,122160,76,0.9,36.46,desert
Death Valley,DEVA,CA,2013,12,December,2013-12-01,128558,69,0.8,36.46,desert
Death Valley,DEVA,CA,2014,1,January,2014-01-01,84794,65,0.7,36.46,desert
Death Valley,DEVA,CA,2014,2,February,2014-02-01,91524,68,0.7,36.46,desert
Death Valley,DEVA,CA,2014,3,March,2014-03-01,103637,75,0.8,36.46,desert
Death Valley,DEVA,CA,2014,4,April,2014-04-01,94216,83,0.9,36.46,desert
Death Valley,DEVA,CA,2014,5,May,2014-05-01,90851,88,1.1,36.46,desert
Death Valley,DEVA,CA,2014,6,June,2014-06-01,54174,92,1,36.46,desert
Death Valley,DEVA,CA,2014,7,July,2014-07-01,37686,94,0.9,36.46,desert
Death Valley,DEVA,CA,2014,8,August,2014-08-01,43743,94,0.9,36.46,desert
Death Valley,DEVA,CA,2014,9,September,2014-09-01,84794,92,0.9,36.46,desert
Death Valley,DEVA,CA,2014,10,October,2014-10-01,125845,85,0.9,36.46,desert
Death Valley,DEVA,CA,2014,11,November,2014-11-01,141323,76,0.9,36.46,desert
Death Valley,DEVA,CA,2014,12,December,2014-12-01,148726,69,0.8,36.46,desert
Death Valley,DEVA,CA,2015,1,January,2015-01-01,88916,65,0.7,36.46,desert
Death Valley,DEVA,CA,2015,2,February,2015-02-01,95972,68,0.7,36.46,desert
Death Valley,DEVA,CA,2015,3,March,2015-03-01,108675,75,0.8,36.46,desert
Death Valley,DEVA,CA,2015,4,April,2015-04-01,98795,83,0.9,36.46,desert
Death Valley,DEVA,CA,2015,5,May,2015-05-01,95267,88,1.1,36.46,desert
Death Valley,DEVA,CA,2015,6,June,2015-06-01,56807,92,1,36.46,desert
Death Valley,DEVA,CA,2015,7,July,2015-07-01,39518,94,0.9,36.46,desert
Death Valley,DEVA,CA,2015,8,August,2015-08-01,45869,94,0.9,36.46,desert
Death Valley,DEVA,CA,2015,9,September,2015-09-01,88916,92,0.9,36.46,desert
Death Valley,DEVA,CA,2015,10,October,2015-10-01,131962,85,0.9,36.46,desert
Death Valley,DEVA,CA,2015,11,November,2015-11-01,148193,76,0.9,36.46,desert
Death Valley,DEVA,CA,2015,12,December,2015-12-01,155955,69,0.8,36.46,desert
Death Valley,DEVA,CA,2016,1,January,2016-01-01,99805,65,0.7,36.46,desert
Death Valley,DEVA,CA,2016,2,February,2016-02-01,107727,68,0.7,36.46,desert
Death Valley,DEVA,CA,2016,3,March,2016-03-01,121984,75,0.8,36.46,desert
Death Valley,DEVA,CA,2016,4,April,2016-04-01,110895,83,0.9,36.46,desert
Death Valley,DEVA,CA,2016,5,May,2016-05-01,106934,88,1.1,36.46,desert
Death Valley,DEVA,CA,2016,6,June,2016-06-01,63765,92,1,36.46,desert
Death Valley,DEVA,CA,2016,7,July,2016-07-01,44358,94,0.9,36.46,desert
